city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,id
Carman,Carman,MB,Manitoba,49.4992,-98.0008,3027.0,702.4,America/Winnipeg,3,R0G,1124732787
Saint-Anaclet-de-Lessard,Saint-Anaclet-de-Lessard,QC,Quebec,48.48,-68.42,3019.0,23.9,America/Toronto,4,G0K,1124764523
Stoke,Stoke,QC,Quebec,45.5333,-71.8,3014.0,11.8,America/Toronto,4,J0B,1124001196
Adelaide-Metcalfe,Adelaide-Metcalfe,ON,Ontario,42.95,-81.7,3011.0,9.1,America/Toronto,3,N0M N7G,1124000926
Melancthon,Melancthon,ON,Ontario,44.15,-80.2667,3008.0,9.7,America/Toronto,3,L9V,1124736504
Cap Santé,Cap Sante,QC,Quebec,46.6667,-71.7833,2996.0,54.7,America/Toronto,3,G0A,1124080648
Saint-David-de-Falardeau,Saint-David-de-Falardeau,QC,Quebec,48.6167,-71.1167,2996.0,7.5,America/Toronto,4,G0V,1124001854
Harbour Grace,Harbour Grace,NL,Newfoundland and Labrador,47.6917,-53.2167,2995.0,88.8,America/St_Johns,3,A0A,1124871661
Houston,Houston,BC,British Columbia,54.3975,-126.6419,2993.0,41.0,America/Vancouver,3,V0J,1124993327
Springdale,Springdale,NL,Newfoundland and Labrador,49.4974,-56.0727,2971.0,168.8,America/St_Johns,3,A0J,1124612197
Pemberton,Pemberton,BC,British Columbia,50.3203,-122.8053,2970.0,217.5,America/Vancouver,3,V0N,1124476252
Athabasca,Athabasca,AB,Alberta,54.7197,-113.2856,2965.0,168.0,America/Edmonton,3,T9S,1124006333
Saint-Ferréol-les-Neiges,Saint-Ferreol-les-Neiges,QC,Quebec,47.1167,-70.85,2964.0,35.6,America/Toronto,3,G0A,1124255920
Laurentian Hills,Laurentian Hills,ON,Ontario,46.1333,-77.55,2961.0,4.6,America/Toronto,3,K0J,1124000976
Grand Valley,Grand Valley,ON,Ontario,43.95,-80.3667,2956.0,18.7,America/Toronto,3,L9W,1124627074
Senneterre,Senneterre,QC,Quebec,48.3833,-77.2333,2953.0,0.2,America/Toronto,3,J0Y,1124548422
Saint-Mathieu-de-Beloeil,Saint-Mathieu-de-Beloeil,QC,Quebec,45.5667,-73.2,2952.0,74.9,America/Toronto,3,J3G,1124000340
Sainte-Marie-Madeleine,Sainte-Marie-Madeleine,QC,Quebec,45.6,-73.1,2935.0,57.7,America/Toronto,4,J0H,1124000666
Admaston/Bromley,Admaston/Bromley,ON,Ontario,45.5292,-76.8969,2935.0,5.6,America/Toronto,3,K7V K0J,1124001494
North Algona Wilberforce,North Algona Wilberforce,ON,Ontario,45.6167,-77.2,2915.0,7.7,America/Toronto,3,K8A K0J,1124001620
Errington,Errington,BC,British Columbia,49.2874,-124.3433,2907.0,105.9,America/Vancouver,4,V0R V9P,1124001138
Wawa,Wawa,ON,Ontario,47.9931,-84.7736,2905.0,7.0,America/Toronto,3,P0S,1124381797
Sainte-Mélanie,Sainte-Melanie,QC,Quebec,46.1333,-73.5167,2892.0,38.1,America/Toronto,3,J0K,1124173990
Horton,Horton,ON,Ontario,45.5,-76.6667,2887.0,18.2,America/Toronto,3,K7V,1124001850
Saint-Paul-d'Abbotsford,Saint-Paul-d'Abbotsford,QC,Quebec,45.4333,-72.8833,2886.0,36.3,America/Toronto,4,J0E,1124492372
Saint-Michel,Saint-Michel,QC,Quebec,45.2333,-73.5667,2884.0,48.2,America/Toronto,3,J0L,1124926265
Botwood,Botwood,NL,Newfoundland and Labrador,49.15,-55.3667,2875.0,191.0,America/St_Johns,3,A0H,1124634384
Coalhurst,Coalhurst,AB,Alberta,49.7457,-112.9319,2869.0,931.3,America/Edmonton,3,T0L,1124001548
Saint-Marc-des-Carrières,Saint-Marc-des-Carrieres,QC,Quebec,46.6833,-72.05,2862.0,172.0,America/Toronto,3,G0A,1124924445
Stanstead,Stanstead,QC,Quebec,45.0167,-72.1,2857.0,125.8,America/Toronto,3,J0B,1124000851
Sainte-Anne-de-Beaupré,Sainte-Anne-de-Beaupre,QC,Quebec,47.0167,-70.9333,2854.0,45.6,America/Toronto,3,G0A,1124323389
Sainte-Luce,Sainte-Luce,QC,Quebec,48.55,-68.38,2851.0,39.0,America/Toronto,3,G0K,1124000034
Saint-Joseph-de-Sorel,Saint-Joseph-de-Sorel,QC,Quebec,46.0446,-73.1308,2850.0,1164.5,America/Toronto,3,J3R,1124557970
Rankin Inlet,Rankin Inlet,NU,Nunavut,62.83,-92.1321,2842.0,140.4,America/Rankin_Inlet,4,X0C,1124057160
Kingsclear,Kingsclear,NB,New Brunswick,45.8796,-66.8695,2839.0,18.9,America/Moncton,4,E3E,1124744497
Princeton,Princeton,BC,British Columbia,49.4589,-120.506,2828.0,47.4,America/Vancouver,3,V0X,1124790102
La Loche,La Loche,SK,Saskatchewan,56.4833,-109.4333,2827.0,181.3,America/Swift_Current,3,S0M,1124048077
Ferme-Neuve,Ferme-Neuve,QC,Quebec,46.7,-75.45,2822.0,3.6,America/Toronto,3,J0W,1124159065
Yamachiche,Yamachiche,QC,Quebec,46.2667,-72.8333,2813.0,26.4,America/Toronto,3,G0X,1124138672
Adstock,Adstock,QC,Quebec,46.05,-71.08,2806.0,9.7,America/Toronto,4,G0N,1124001673
Cowichan Bay,Cowichan Bay,BC,British Columbia,48.7666,-123.6743,2799.0,104.5,America/Vancouver,4,V9L,1124254242
Vanscoy No. 345,Vanscoy No. 345,SK,Saskatchewan,52.0073,-107.0552,2799.0,3.3,America/Swift_Current,4,S0K S0L S7K,1124001166
Enniskillen,Enniskillen,ON,Ontario,42.8167,-82.125,2796.0,8.3,America/Toronto,3,N0N,1124001379
Royston,Royston,BC,British Columbia,49.6405,-124.9406,2791.0,152.4,America/Vancouver,4,V9N,1124000692
Bonaventure,Bonaventure,QC,Quebec,48.05,-65.4833,2775.0,26.6,America/Toronto,3,G0C,1124014798
Pohénégamook,Pohenegamook,QC,Quebec,47.4667,-69.2167,2770.0,8.1,America/Toronto,3,G0L,1124000688
Saint-Isidore,Saint-Isidore,QC,Quebec,45.3,-73.68,2769.0,53.0,America/Toronto,3,J0L,1124775572
Wakefield,Wakefield,NB,New Brunswick,46.2406,-67.6248,2767.0,14.1,America/Moncton,4,E7M E7P,1124000329
Arviat,Arviat,NU,Nunavut,61.0996,-94.1688,2766.0,20.1,America/Rankin_Inlet,4,X0C,1124309634
Sainte-Marguerite-du-Lac-Masson,Sainte-Marguerite-du-Lac-Masson,QC,Quebec,46.056,-74.0723,2763.0,30.0,America/Toronto,4,J0T,1124208615
Saint-Prime,Saint-Prime,QC,Quebec,48.58,-72.33,2758.0,18.7,America/Toronto,3,G8J,1124389119
Kuujjuaq,Kuujjuaq,QC,Quebec,58.1429,-68.3742,2754.0,9.4,America/Toronto,4,J0M,1124705411
Atikokan,Atikokan,ON,Ontario,48.75,-91.6167,2753.0,8.6,America/Atikokan,3,P0T,1124868159
Grenville-sur-la-Rouge,Grenville-sur-la-Rouge,QC,Quebec,45.65,-74.6333,2746.0,8.7,America/Toronto,3,J0V,1124001524
North Cypress-Langford,North Cypress-Langford,MB,Manitoba,49.9969,-99.3982,2745.0,1.6,America/Winnipeg,4,R0K R0J,1124001785
Saint-Dominique,Saint-Dominique,QC,Quebec,45.5667,-72.85,2741.0,38.9,America/Toronto,3,J0H,1124847475
Macamic,Macamic,QC,Quebec,48.75,-79.0,2734.0,13.5,America/Toronto,3,J0Z,1124965674
Sainte-Anne-de-Sorel,Sainte-Anne-de-Sorel,QC,Quebec,46.05,-73.0667,2731.0,75.0,America/Toronto,4,J3P,1124001977
Sundre,Sundre,AB,Alberta,51.7972,-114.6406,2729.0,245.6,America/Edmonton,3,T0M,1124001279
Rougemont,Rougemont,QC,Quebec,45.4333,-73.05,2723.0,62.0,America/Toronto,3,J0L,1124876872
Piedmont,Piedmont,QC,Quebec,45.9,-74.13,2721.0,111.7,America/Toronto,3,J0R,1124001265
Grimshaw,Grimshaw,AB,Alberta,56.1908,-117.6117,2718.0,383.4,America/Edmonton,3,T0H,1124339886
Lac-des-Écorces,Lac-des-Ecorces,QC,Quebec,46.55,-75.35,2713.0,18.8,America/Toronto,3,J0W,1124808962
Markstay,Markstay,ON,Ontario,46.4912,-80.4717,2708.0,5.4,America/Toronto,4,P0H P0M,1124061532
Northeastern Manitoulin and the Islands,Northeastern Manitoulin and the Islands,ON,Ontario,45.9667,-81.9333,2706.0,5.5,America/Toronto,3,P0P,1124001541
Pelican Narrows,Pelican Narrows,SK,Saskatchewan,55.1883,-102.9342,2703.0,295.0,America/Regina,3,S0P S0J,1124970223
McDougall,McDougall,ON,Ontario,45.45,-80.0167,2702.0,10.1,America/Toronto,3,P2A,1124000643
Black Diamond,Black Diamond,AB,Alberta,50.6881,-114.2333,2700.0,702.7,America/Edmonton,3,T0L,1124170822
Saint-Pamphile,Saint-Pamphile,QC,Quebec,46.9667,-69.7833,2685.0,19.6,America/Toronto,3,G0R,1124993070
Bedford,Bedford,QC,Quebec,45.1167,-72.9833,2684.0,639.4,America/Toronto,3,J0J,1124195813
Weedon-Centre,Weedon-Centre,QC,Quebec,45.7,-71.4667,2683.0,12.4,America/Toronto,3,J0B,1124651516
Lacolle,Lacolle,QC,Quebec,45.0833,-73.3667,2680.0,54.0,America/Toronto,3,J0J,1124270266
Saint-Gabriel-de-Brandon,Saint-Gabriel-de-Brandon,QC,Quebec,46.2667,-73.3833,2679.0,26.8,America/Toronto,3,J0K,1124001827
Huntingdon,Huntingdon,QC,Quebec,45.08,-74.17,2673.0,879.2,America/Toronto,3,J0S,1124322836
French River / Rivière des Français,French River / Riviere des Francais,ON,Ontario,46.1667,-80.5,2662.0,3.6,America/Toronto,3,P0M,1124000556
Spaniards Bay,Spaniards Bay,NL,Newfoundland and Labrador,47.6181,-53.3369,2653.0,40.4,America/St_Johns,3,A0A,1124334544
Cocagne,Cocagne,NB,New Brunswick,46.3406,-64.62,2649.0,66.78,America/Moncton,3,E4R,1124000195
Pilot Butte,Pilot Butte,SK,Saskatchewan,50.4667,-104.4167,2638.0,462.3,America/Regina,3,S0G,1124343267
Saint-Bruno,Saint-Bruno,QC,Quebec,48.4667,-71.65,2636.0,33.8,America/Toronto,3,G0W,1124000655
Laurier-Station,Laurier-Station,QC,Quebec,46.5333,-71.6333,2634.0,219.3,America/Toronto,3,G0S,1124029105
Saint-Anicet,Saint-Anicet,QC,Quebec,45.12,-74.35,2626.0,19.4,America/Toronto,3,J0S,1124287636
Cap-Chat,Cap-Chat,QC,Quebec,49.1,-66.6833,2623.0,14.4,America/Toronto,3,G0J,1124662875
Sexsmith,Sexsmith,AB,Alberta,55.3508,-118.7825,2620.0,197.9,America/Edmonton,3,T0H,1124024490
Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,QC,Quebec,46.1,-73.4333,2595.0,72.6,America/Toronto,4,J0K,1124935751
Ville-Marie,Ville-Marie,QC,Quebec,47.3333,-79.4333,2595.0,424.8,America/Toronto,3,J9V,1124001938
Wickham,Wickham,QC,Quebec,45.75,-72.5,2587.0,26.2,America/Toronto,3,J0C,1124353605
Shippegan,Shippegan,NB,New Brunswick,47.7439,-64.7178,2580.0,257.6,America/Moncton,3,E8S,1124198415
East Garafraxa,East Garafraxa,ON,Ontario,43.85,-80.25,2579.0,15.5,America/Toronto,3,L9W,1124000753
Unity,Unity,SK,Saskatchewan,52.4333,-109.1667,2573.0,244.6,America/Swift_Current,3,S0K,1124230227
Rimbey,Rimbey,AB,Alberta,52.6333,-114.2167,2567.0,225.1,America/Edmonton,3,T0C,1124861733
High Prairie,High Prairie,AB,Alberta,55.4325,-116.4861,2564.0,355.3,America/Edmonton,3,T0G,1124163323
Turner Valley,Turner Valley,AB,Alberta,50.6739,-114.2786,2559.0,442.1,America/Edmonton,3,T0L,1124557397
Hanna,Hanna,AB,Alberta,51.6383,-111.9419,2559.0,290.6,America/Edmonton,3,T0J,1124751402
Neuville,Neuville,QC,Quebec,46.7,-71.5833,2543.0,162.5,America/Toronto,3,G0A,1124862301
Fort Smith,Fort Smith,NT,Northwest Territories,60.026,-112.0821,2542.0,27.4,America/Yellowknife,4,X0E,1124491408
Maria,Maria,QC,Quebec,48.1667,-65.9833,2536.0,26.7,America/Toronto,3,G0C,1124002967
Saint-Chrysostome,Saint-Chrysostome,QC,Quebec,45.1,-73.7667,2522.0,25.2,America/Toronto,3,J0S,1124333805
Greater Madawaska,Greater Madawaska,ON,Ontario,45.2722,-76.8589,2518.0,2.4,America/Toronto,3,K7V K0J,1124001487
Berwick,Berwick,NS,Nova Scotia,45.0475,-64.736,2509.0,381.3,America/Halifax,3,B0P,1124831957
Saint-Damase,Saint-Damase,QC,Quebec,45.5333,-73.0,2506.0,31.7,America/Toronto,3,J0H,1124245814
Disraeli,Disraeli,QC,Quebec,45.9,-71.35,2502.0,362.1,America/Toronto,3,G0N,1124115327
Meadow Lake No. 588,Meadow Lake No. 588,SK,Saskatchewan,54.1213,-108.2837,2501.0,0.4,America/Swift_Current,4,S0M S9X,1124001846
Elkford,Elkford,BC,British Columbia,50.0214,-114.9158,2499.0,24.6,America/Edmonton,3,V0B,1124000218
Georgian Bay,Georgian Bay,ON,Ontario,44.9833,-79.8167,2499.0,4.6,America/Toronto,3,L0K,1124001020
Saint-Alexandre,Saint-Alexandre,QC,Quebec,45.2333,-73.1167,2495.0,32.8,America/Toronto,3,J0J,1124016760
Hérbertville,Herbertville,QC,Quebec,48.3473,-71.6784,2491.0,9.5,America/Toronto,4,G8N,1124806332
Moosomin,Moosomin,SK,Saskatchewan,50.142,-101.67,2485.0,327.5,America/Regina,3,S0G,1124103159
Highlands,Highlands,BC,British Columbia,48.52,-123.5,2482.0,65.3,America/Vancouver,3,V9B V9E,1124001752
North Kawartha,North Kawartha,ON,Ontario,44.75,-78.1,2479.0,3.2,America/Toronto,3,K0L,1124001184
Sainte-Thècle,Sainte-Thecle,QC,Quebec,46.8167,-72.5,2478.0,11.6,America/Toronto,3,G0X,1124387301
Fermont,Fermont,QC,Quebec,52.7833,-67.0833,2474.0,5.2,America/Toronto,3,G0G,1124001089
Esterhazy,Esterhazy,SK,Saskatchewan,50.65,-102.0667,2472.0,520.9,America/Regina,3,S0A,1124095034
Holyrood,Holyrood,NL,Newfoundland and Labrador,47.3833,-53.1333,2471.0,19.6,America/St_Johns,4,A0A,1124289617
La Présentation,La Presentation,QC,Quebec,45.6667,-73.05,2466.0,26.1,America/Toronto,3,J0H,1124865042
Beaverlodge,Beaverlodge,AB,Alberta,55.2094,-119.4292,2465.0,430.5,America/Edmonton,3,T0H,1124894073
Sainte-Catherine-de-Hatley,Sainte-Catherine-de-Hatley,QC,Quebec,45.25,-72.05,2464.0,28.5,America/Toronto,3,J0B,1124000135
Saint-Basile,Saint-Basile,QC,Quebec,46.75,-71.8167,2463.0,25.1,America/Toronto,3,G0A,1124369196
Saint-Raphaël,Saint-Raphael,QC,Quebec,46.8,-70.75,2463.0,20.3,America/Toronto,4,G0R,1124630982
Saint-Martin,Saint-Martin,QC,Quebec,45.9667,-70.65,2462.0,20.8,America/Toronto,4,G0M,1124001971
Causapscal,Causapscal,QC,Quebec,48.3667,-67.2333,2458.0,15.2,America/Toronto,3,G0J,1124289460
Brigham,Brigham,QC,Quebec,45.25,-72.85,2457.0,28.2,America/Toronto,3,J2K,1124336821
Sainte-Victoire-de-Sorel,Sainte-Victoire-de-Sorel,QC,Quebec,45.95,-73.0833,2457.0,32.6,America/Toronto,4,J0G,1124001523
Perry,Perry,ON,Ontario,45.5,-79.2833,2454.0,13.1,America/Toronto,3,P0A,1124001994
Port-Daniel--Gascons,Port-Daniel--Gascons,QC,Quebec,48.1833,-64.9667,2453.0,8.1,America/Toronto,3,G0C,1124001024
Rosetown,Rosetown,SK,Saskatchewan,51.55,-107.9833,2451.0,201.9,America/Swift_Current,3,S0L,1124742251
Minnedosa,Minnedosa,MB,Manitoba,50.2453,-99.8428,2449.0,161.1,America/Winnipeg,3,R0J,1124860237
Labelle,Labelle,QC,Quebec,46.2833,-74.7333,2445.0,12.3,America/Toronto,3,J0T,1124748931
Lincoln,Lincoln,NB,New Brunswick,45.8716,-66.5437,2441.0,95.6,America/Moncton,4,E3B,1124001266
Black River-Matheson,Black River-Matheson,ON,Ontario,48.5333,-80.4667,2438.0,2.1,America/Toronto,3,P0K,1124000106
Saint-Michel-des-Saints,Saint-Michel-des-Saints,QC,Quebec,46.6833,-73.9167,2436.0,4.9,America/Toronto,3,J0K,1124969050
Dufferin,Dufferin,MB,Manitoba,49.5319,-98.07,2435.0,2.7,America/Winnipeg,4,R0G,1124001018
Saint-Victor,Saint-Victor,QC,Quebec,46.15,-70.9,2430.0,20.2,America/Toronto,3,G0M,1124899336
Sicamous,Sicamous,BC,British Columbia,50.8378,-118.9703,2429.0,192.0,America/Vancouver,3,V0E,1124519194
Cap Pele,Cap Pele,NB,New Brunswick,46.2172,-64.2822,2425.0,103.8,America/Moncton,4,E4N,1124541608
Kelsey,Kelsey,MB,Manitoba,53.7356,-101.395,2424.0,2.8,America/Winnipeg,3,R9A R0B,1124001840
"Killaloe, Hagarty and Richards","Killaloe, Hagarty and Richards",ON,Ontario,45.6,-77.5,2420.0,6.1,America/Toronto,3,K0J,1124001779
Alvinston,Alvinston,ON,Ontario,42.8489,-81.9049,2411.0,7.7,America/Toronto,4,N0N,1124753895
Trenton,Trenton,NS,Nova Scotia,45.6193,-62.6332,2407.0,396.7,America/Halifax,3,B0K,1124776153
Lunenburg,Lunenburg,NS,Nova Scotia,44.3833,-64.3167,2405.0,560.1,America/Halifax,3,B0J,1124214420
Saint-Éphrem-de-Beauce,Saint-Ephrem-de-Beauce,QC,Quebec,46.0516,-70.9374,2400.0,20.2,America/Toronto,4,G0M,1124956973
Chase,Chase,BC,British Columbia,50.8189,-119.6844,2399.0,639.3,America/Vancouver,3,V0E,1124452830
Léry,Lery,QC,Quebec,45.35,-73.8,2390.0,230.7,America/Toronto,3,J6N,1124481204
Assiniboia,Assiniboia,SK,Saskatchewan,49.6167,-105.9833,2389.0,630.3,America/Regina,3,S0H,1124513932
Tumbler Ridge,Tumbler Ridge,BC,British Columbia,55.1333,-121.0,2389.0,1.3,America/Dawson_Creek,3,V0C,1124001642
Salisbury,Salisbury,NB,New Brunswick,46.0377884219739,-65.0479059884912,2387.0,176.1,America/Moncton,4,E4J,1124001982
Témiscaming,Temiscaming,QC,Quebec,46.7167,-79.1,2385.0,3.3,America/Toronto,3,J0Z,1124002169
Magrath,Magrath,AB,Alberta,49.4239,-112.8683,2374.0,396.4,America/Edmonton,3,T0K,1124735480
Sainte-Geneviève-de-Berthier,Sainte-Genevieve-de-Berthier,QC,Quebec,46.0833,-73.2167,2365.0,35.5,America/Toronto,4,J0K,1124001090
Logy Bay-Middle Cove-Outer Cove,Logy Bay-Middle Cove-Outer Cove,NL,Newfoundland and Labrador,47.63,-52.68,2364.0,139.1,America/St_Johns,3,A1K,1124001213
Buctouche,Buctouche,NB,New Brunswick,46.4719,-64.7249,2361.0,130.5,America/Moncton,3,E4S,1124405790
Grand Manan,Grand Manan,NB,New Brunswick,44.69,-66.82,2360.0,15.8,America/Moncton,3,E5G,1124000229
Sainte-Madeleine,Sainte-Madeleine,QC,Quebec,45.6,-73.1,2356.0,439.8,America/Toronto,3,J0H,1124000679
Anmore,Anmore,BC,British Columbia,49.3144,-122.8564,2356.0,85.6,America/Vancouver,3,V3H,1124001000
Sainte-Croix,Sainte-Croix,QC,Quebec,46.62,-71.73,2352.0,33.8,America/Toronto,3,G0S,1124208011
Algonquin Highlands,Algonquin Highlands,ON,Ontario,45.4,-78.75,2351.0,2.3,America/Toronto,3,K0M,1124001381
Valcourt,Valcourt,QC,Quebec,45.5,-72.3167,2349.0,467.3,America/Toronto,3,J0E,1124334549
Gimli,Gimli,MB,Manitoba,50.6330912150395,-96.9923294282923,2345.0,938.0,America/Winnipeg,3,R0C,1124472413
Saint George,Saint George,NB,New Brunswick,45.2916,-66.8501,2341.0,4.7,America/Moncton,4,E5C,1124000156
Saint-Mathieu,Saint-Mathieu,QC,Quebec,45.3167,-73.5164,2339.0,74.5,America/Toronto,3,J0L,1124978563
Paquetville,Paquetville,NB,New Brunswick,47.6334,-65.1803,2329.0,10.6,America/Moncton,4,E8R,1124000770
Clearwater,Clearwater,BC,British Columbia,51.65,-120.0333,2324.0,41.7,America/Vancouver,3,V0E,1124911350
Addington Highlands,Addington Highlands,ON,Ontario,45.0,-77.25,2323.0,1.7,America/Toronto,3,K0H,1124001921
Lillooet,Lillooet,BC,British Columbia,50.6864,-121.9364,2321.0,84.4,America/Vancouver,3,V0K,1124632130
Burin,Burin,NL,Newfoundland and Labrador,47.05,-55.18,2315.0,67.8,America/St_Johns,3,A0E,1124434509
Grand Bank,Grand Bank,NL,Newfoundland and Labrador,47.1,-55.7833,2310.0,136.1,America/St_Johns,3,A0E,1124257527
Waterville,Waterville,QC,Quebec,45.2667,-71.9,2307.0,52.4,America/Toronto,3,J0B,1124639721
Minto,Minto,NB,New Brunswick,46.1497,-66.1067,2305.0,72.8,America/Moncton,3,E4B,1124754728
Rosthern No. 403,Rosthern No. 403,SK,Saskatchewan,52.6206,-106.3967,2300.0,2.4,America/Regina,4,S0K,1124001178
Mansfield-et-Pontefract,Mansfield-et-Pontefract,QC,Quebec,45.8611,-76.7392,2285.0,4.8,America/Toronto,3,J0X,1124000865
Saint-Denis,Saint-Denis,QC,Quebec,45.7833,-73.15,2285.0,26.9,America/Toronto,3,J0H,1124298615
Gore,Gore,QC,Quebec,45.77,-74.25,2283.0,25.4,America/Toronto,3,J0V,1124000246
Outlook,Outlook,SK,Saskatchewan,51.5,-107.05,2279.0,291.0,America/Swift_Current,3,S0L,1124721522
Saint-Gédéon-de-Beauce,Saint-Gedeon-de-Beauce,QC,Quebec,45.85,-70.6333,2277.0,11.6,America/Toronto,4,G0M,1124765625
Saint-Léonard-d'Aston,Saint-Leonard-d'Aston,QC,Quebec,46.1,-72.3667,2271.0,27.5,America/Toronto,3,J0C,1124836222
Fort-Coulonge,Fort-Coulonge,QC,Quebec,45.85,-76.7333,2263.0,462.4,America/Toronto,3,J0X,1124453309
Albanel,Albanel,QC,Quebec,48.8833,-72.45,2262.0,11.4,America/Toronto,3,G8M,1124386968
St. Anthony,St. Anthony,NL,Newfoundland and Labrador,51.3725,-55.5947,2258.0,61.0,America/St_Johns,3,A0K,1124808047
Pessamit,Pessamit,QC,Quebec,49.0485,-68.6814,2256.0,8.8,America/Toronto,4,G0H,1124000551
Logan Lake,Logan Lake,BC,British Columbia,50.4911,-120.8153,2255.0,7.0,America/Vancouver,3,V0K,1124000306
Maskinongé,Maskinonge,QC,Quebec,46.2333,-73.0167,2253.0,30.2,America/Toronto,3,J0K,1124944084
Saint-Charles-de-Bellechasse,Saint-Charles-de-Bellechasse,QC,Quebec,46.7667,-70.95,2246.0,24.1,America/Toronto,4,G0R,1124845287
Fogo Island,Fogo Island,NL,Newfoundland and Labrador,49.6667,-54.1833,2244.0,9.4,America/St_Johns,3,A0G,1124001746
Neebing,Neebing,ON,Ontario,48.1833,-89.4667,2241.0,2.6,America/Toronto,3,P7L,1124000953
Port McNeill,Port McNeill,BC,British Columbia,50.5903,-127.0847,2234.0,149.9,America/Vancouver,3,V0N,1124339378
Hatley,Hatley,QC,Quebec,45.27,-71.95,2230.0,31.1,America/Toronto,4,J0B,1124001440
East Broughton,East Broughton,QC,Quebec,46.2167,-71.0667,2229.0,255.3,America/Toronto,3,G0N,1124076092
Saint-Polycarpe,Saint-Polycarpe,QC,Quebec,45.3,-74.3,2224.0,31.8,America/Toronto,3,J0P,1124227112
Deschambault,Deschambault,QC,Quebec,46.6436,-72.0236,2220.0,17.8,America/Toronto,4,G0A,1124057933
Canora,Canora,SK,Saskatchewan,51.6339,-102.4369,2219.0,303.7,America/Regina,3,S0A,1124454845
Upper Miramichi,Upper Miramichi,NB,New Brunswick,46.5254,-66.2085,2218.0,1.2,America/Moncton,4,E9C E6A,1124001963
Tofino,Tofino,BC,British Columbia,49.1275,-125.8852,2217.0,183.1,America/Vancouver,4,V0R,1124140302
Hardwicke,Hardwicke,NB,New Brunswick,47.0208,-65.0302,2201.0,7.9,America/Moncton,4,E1N E9A,1124081011
Wendake,Wendake,QC,Quebec,46.8693,-71.3628,2200.0,1262.0,America/Toronto,3,G0A,1124000757
Saint-Côme,Saint-Come,QC,Quebec,46.27,-73.78,2198.0,13.5,America/Toronto,3,J0K,1124183187
Waskaganish,Waskaganish,QC,Quebec,51.3674,-78.7069,2196.0,4.4,America/Toronto,4,J0M J0Y,1124626196
Twillingate,Twillingate,NL,Newfoundland and Labrador,49.6444,-54.7436,2196.0,85.3,America/St_Johns,3,A0G,1124836835
Saint-Quentin,Saint-Quentin,NB,New Brunswick,47.5135,-67.3921,2194.0,517.2,America/Moncton,3,E8A,1124243371
Lebel-sur-Quévillon,Lebel-sur-Quevillon,QC,Quebec,49.05,-76.9833,2187.0,53.8,America/Toronto,3,J0Y,1124000875
Calmar,Calmar,AB,Alberta,53.25,-113.7833,2183.0,467.6,America/Edmonton,3,T0C,1124941943
Nanton,Nanton,AB,Alberta,50.3494,-113.7717,2181.0,447.8,America/Edmonton,3,T0L,1124418201
Pierreville,Pierreville,QC,Quebec,46.0667,-72.8167,2176.0,27.8,America/Toronto,3,J0G,1124888889
New-Wes-Valley,New-Wes-Valley,NL,Newfoundland and Labrador,49.15,-53.5833,2172.0,16.3,America/St_Johns,3,A0G,1124000397
Pennfield Ridge,Pennfield Ridge,NB,New Brunswick,45.1924,-66.6858,2170.0,6.0,America/Moncton,4,E5H,1124474914
Northesk,Northesk,NB,New Brunswick,47.2569,-66.2613,2169.0,0.6,America/Moncton,4,E1V E9E,1124000917
West Interlake,West Interlake,MB,Manitoba,50.9837,-98.3572,2162.0,1.3,America/Winnipeg,4,R0C,1124001724
Biggar,Biggar,SK,Saskatchewan,52.059,-107.979,2161.0,137.2,America/Swift_Current,3,S0K,1124897904
Kent,Kent,NB,New Brunswick,46.6221,-67.2953,2153.0,2.6,America/Moncton,4,E7J,1124001214
Maple Creek,Maple Creek,SK,Saskatchewan,49.9167,-109.4667,2151.0,471.3,America/Swift_Current,3,S0N,1124706244
Wabana,Wabana,NL,Newfoundland and Labrador,47.65,-52.9333,2146.0,148.0,America/St_Johns,3,A0A,1124180362
Bonfield,Bonfield,ON,Ontario,46.2167,-79.1333,2146.0,10.4,America/Toronto,3,P0H,1124001075
Saint-Gilles,Saint-Gilles,QC,Quebec,46.5167,-71.3667,2138.0,12.1,America/Toronto,4,G0S,1124239919
Saint-Bernard,Saint-Bernard,QC,Quebec,46.5,-71.1333,2131.0,23.7,America/Toronto,4,G0S,1124594239
Sainte-Cécile-de-Milton,Sainte-Cecile-de-Milton,QC,Quebec,45.4833,-72.75,2128.0,29.1,America/Toronto,4,J0E,1124000630
Saint-Roch-de-Richelieu,Saint-Roch-de-Richelieu,QC,Quebec,45.8833,-73.1667,2122.0,60.9,America/Toronto,4,J0L,1124796601
Burns Lake,Burns Lake,BC,British Columbia,54.2292,-125.7625,2117.0,269.8,America/Vancouver,3,V0J,1124512812
Redwater,Redwater,AB,Alberta,53.9489,-113.1067,2115.0,106.1,America/Edmonton,3,T0A,1124001733
Saint-Nazaire,Saint-Nazaire,QC,Quebec,48.5833,-71.5333,2114.0,14.6,America/Toronto,4,G0W,1124583281
Westfield Beach,Westfield Beach,NB,New Brunswick,45.3432,-66.2868,2114.0,7.2,America/Moncton,4,E5K E5S,1124204415
Saltair,Saltair,BC,British Columbia,48.9504,-123.7637,2114.0,311.7,America/Vancouver,3,V0R V9G,1124001512
